Distance_MEGNet,Density_MEGNet
-0.2897337993196609,0.00047447885310930436
-0.27066636434675656,0.0008804872125925176
-0.2515989293738522,0.0015812771353721179
-0.2325314944009478,0.002749051919583829
-0.21346405942804342,0.004627828412341871
-0.19439662445513906,0.007546435203734818
-0.1753291894822347,0.011924863026254187
-0.1562617545093303,0.01826917933556786
-0.13719431953642594,0.027150744256126253
-0.11812688456352158,0.039167528395303186
-0.09905944959061719,0.05488893528643994
-0.07999201461771283,0.0747900682766415
-0.06092457964480846,0.09918563616269796
-0.04185714467190407,0.12817611305558813
-0.022789709698999683,0.16161802022522392
-0.0037222747260953204,0.19912580345621625
0.015345160246809042,0.2401055650866869
0.034412595219713404,0.2838129701818251
0.05348003019261777,0.32942171280176846
0.07254746516552218,0.3760873105642561
0.09161490013842655,0.4229945259021514
0.11068233511133091,0.46938420858182606
0.12974977008423527,0.5145639356424961
0.14881720505713963,0.557913028026568
0.167884640030044,0.5988937558846252
0.18695207500294841,0.6370762218251951
0.20601950997585278,0.672176237646951
0.22508694494875714,0.7040967799832819
0.24415437992166156,0.7329578607576557
0.26322181489456586,0.7590992728500859
0.2822892498674703,0.7830460699181511
0.3013566848403746,0.8054361799773756
0.320424119813279,0.8269202489460423
0.3394915547861834,0.8480523700614776
0.35855898975908773,0.8691942020526269
0.37762642473199215,0.8904529666958886
0.39669385970489646,0.9116664907047533
0.4157612946778009,0.9324378480153399
0.4348287296507053,0.9522111638796801
0.4538961646236096,0.9703716517075225
0.472963599596514,0.9863489712955196
0.4920310345694183,0.9997040681655075
0.5110984695423227,1.0101848339214141
0.5301659045152272,1.0177433117406482
0.5492333394881315,1.0225147267174481
0.5683007744610359,1.0247649092619004
0.5873682094339402,1.0248171215252482
0.6064356444068446,1.0229719160360764
0.6255030793797489,1.019434565575368
0.6445705143526533,1.0142636434112575
0.6636379493255578,1.0073511421734591
0.6827053842984621,0.9984389991375809
0.7017728192713665,0.9871697134290481
0.7208402542442709,0.9731614594602795
0.7399076892171752,0.9560927390158419
0.7589751241900795,0.9357798186093745
0.778042559162984,0.9122324816382552
0.7971099941358883,0.8856791060677547
0.8161774291087927,0.8565588832548956
0.8352448640816972,0.8254850868694206
0.8543122990546015,0.7931873031062485
0.8733797340275058,0.7604421134089151
0.8924471690004101,0.7280014328592267
0.9115146039733146,0.6965264553910556
0.9305820389462189,0.6665336434997065
0.9496494739191232,0.6383576579946028
0.9687169088920278,0.6121344144236409
0.9877843438649321,0.5878053857045266
1.0068517788378364,0.5651418861638959
1.0259192138107407,0.5437857117043491
1.0449866487836452,0.5233006523683077
1.0640540837565495,0.5032284008777026
1.0831215187294538,0.48314234540181383
1.1021889537023584,0.4626935039373411
1.1212563886752627,0.441644192153125
1.140323823648167,0.4198867338446511
1.1593912586210715,0.39744650767343703
1.1784586935939758,0.374470711307789
1.1975261285668801,0.35120608546651993
1.2165935635397844,0.3279700090933398
1.235660998512689,0.30511945692667153
1.2547284334855933,0.28302125218735347
1.2737958684584976,0.2620252921217884
1.292863303431402,0.24244078197323976
1.3119307384043064,0.2245147886231853
1.3309981733772107,0.20841299136286384
1.3500656083501152,0.19420406351922942
1.3691330433230195,0.18185078708319458
1.3882004782959239,0.17121172691008194
1.4072679132688282,0.16205634456079535
1.4263353482417327,0.15409378672531782
1.445402783214637,0.1470119733762769
1.4644702181875413,0.1405202664530902
1.4835376531604458,0.13438717558931532
1.5026050881333501,0.12846505009027087
1.5216725231062544,0.12269654642190057
1.5407399580791588,0.11710208324524288
1.5598073930520633,0.11175219605346416
1.5788748280249676,0.10673227652765878
1.597942262997872,0.10210859791500354
1.6170096979707764,0.09790346853209961
1.6360771329436807,0.09408429548156905
1.655144567916585,0.09056734726182512
1.6742120028894896,0.08723333561833485
1.6932794378623939,0.08394959872551036
1.7123468728352982,0.0805930969575745
1.7314143078082027,0.07706942874287755
1.7504817427811068,0.07332497909250589
1.7695491777540113,0.06935134026322365
1.7886166127269159,0.06518269817472307
1.80768404769982,0.06088773490543365
1.8267514826727245,0.05655787937738276
1.845818917645629,0.0522937379288103
1.864886352618533,0.04819149847844019
1.8839537875914376,0.04433108267537625
1.9030212225643421,0.040767690062480086
1.9220886575372462,0.03752794778854469
1.9411560925101508,0.03461106663069576
1.9602235274830553,0.03199433785213271
1.9792909624559594,0.029641304346934648
1.998358397428864,0.027510374010378116
2.017425832401768,0.025561753799814926
2.0364932673746727,0.023761351775652143
2.0555607023475773,0.022081438940305374
2.074628137320481,0.020498954524237535
2.0936955722933854,0.018992987791876054
2.11276300726629,0.017542985038693344
2.1318304422391945,0.016128681258908678
2.150897877212099,0.01473191647935957
2.1699653121850035,0.013339712414935511
2.189032747157907,0.01194752778660542
2.2081001821308117,0.010561587635008078
2.2271676171037162,0.009199526606927104
2.2462350520766208,0.007889117188283517
2.2653024870495253,0.006665364020132915
2.28436992202243,0.005566578834492466
2.3034373569953335,0.004630143258616063
2.322504791968238,0.003888547557831466
2.3415722269411425,0.0033660555401045125
2.360639661914047,0.003076105248379388
2.3797070968869516,0.0030194086841508817
2.3987745318598552,0.003182707985007281
2.4178419668327598,0.0035382615544304664
2.4369094018056643,0.004044295339282981
2.455976836778569,0.004646756607391997
2.4750442717514733,0.005282658332087095
2.494111706724378,0.0058850640780313355
2.5131791416972815,0.006389375970331176
2.532246576670186,0.006740163028471047
2.5513140116430906,0.0068974504516162265
2.570381446615995,0.006841311325051315
2.5894488815888996,0.006573821863873053
2.608516316561804,0.006117925881434462
2.627583751534708,0.005513381809999299
2.6466511865076123,0.00481056554379129
2.665718621480517,0.004063311488761862
2.6847860564534214,0.0033220898292836447
2.703853491426326,0.002628628032793668
2.7229209263992296,0.0020126651148270414
2.741988361372134,0.0014910110036346338
2.7610557963450386,0.0010686130815370832
2.780123231317943,0.0007410158043218131
2.7991906662908477,0.000497484379420065
2.818258101263752,0.00032413341598719493
2.837325536236656,0.00020659415484284804
2.8563929712095604,0.0001319896212186046
2.875460406182465,9.019501040885412e-05
2.8945278411553694,7.449577515986342e-05
2.913595276128274,8.180376973253973e-05
2.9326627111011785,0.0001125640182453569
2.951730146074082,0.00017041002412918375
2.9707975810469867,0.000261541015305506
2.989865016019891,0.00039373766897329697
3.0089324509927957,0.0005749347354550431
3.0279998859657002,0.0008113463265935757
3.047067320938604,0.0011052865640610082
3.0661347559115084,0.0014530106118308065
3.085202190884413,0.001843058484971654
3.1042696258573175,0.0022556439536458007
3.123337060830222,0.002663534127554209
3.1424044958031265,0.003034595113467584
3.16147193077603,0.003335781056402976
3.1805393657489347,0.00353792374143784
3.1996068007218392,0.003620374487596528
3.2186742356947438,0.003574477829557095
3.2377416706676483,0.0034050680739379086
3.256809105640553,0.0031296305126415278
3.2758765406134565,0.002775328612254571
3.294943975586361,0.002374596567995816
3.3140114105592655,0.001960285535867009
3.33307884553217,0.0015613595072061178
3.3521462805050746,0.001199887600932253
3.371213715477978,0.0008896768621481823
3.3902811504508827,0.0006364702423398475
3.4093485854237873,0.0004393169781719982
3.428416020396692,0.0002925714532133653
3.4474834553695963,0.00018799226783518255
3.466550890342501,0.00011654726918959822
3.4856183253154045,6.971372581878146e-05
3.5046857602883095,4.0233569340886664e-05
